http://www.formanka.net/,Tukan London Pub Řečkovice,Böhmova 1077/13,621 00,Brno
http://www.cattani.cz/,Cattani - Josefská,Josefská 2,602 00,Brno
http://www.restauracehokna.cz/,Restaurace Hokna,Fryčajova  207/69,614 00,Brno
http://www.siwaorient.cz,Siwa orient,Veveří  339/34,602 00,Brno
http://comodorestaurant.cz/,Restaurace Comodo,Hrnčířská 885/5,602 00,Brno
http://www.restauracechaloupka.cz/,Restaurace Chaloupka,Žilkova 369/21,621 00,Brno
http://www.grilclubpalenice.cz/,Gril Club,Křenová 89/19,602 00,Brno
http://www.lacorrida.cz/zabovresky/,Restaurant La corrida,"OC Perla, náměstí Svornosti  6",616 00,Brno
http://www.na-spici.cz,Na Špici,Terezy Novákové 107,621 00,Brno
http://www.restauracehenri.cz,Restaurace Henri, Řeznická  367/1,602 00,Brno
http://www.sabaidy.cz,Sabaidy,třída Kapitána Jaroše  1942/29,602 00,Brno
http://www.baroko.org/,Restaurace Baroko,Orlí 469/17,602 00,Brno
http://www.zannam-restaurace.cz,Zannam,Selská 1057/76,614 00,Brno
http://www.hotelrakovec.cz,Hotel Rakovec***,Rakovecká  1335/13,635 00,Brno
http://www.jidelna-brno.cz/jidelna-u-lavky.htm,Jídelna U Lávky,Příkop 6,60200,Brno
http://www.mitrovski.cz/,Restaurant Mitrovski,Veletržní 716/13,603 00,Brno
http://www.u-lucerny.cz/,U Lucerny,Veveří 20, 602 0,Brno
http://www.rybenka.cz,Rybenka,Hrnčířská  573/6,602 00,Brno
http://www.brnenka.cz/,Bufet Brněnka,Purkyňova  35d ,61200 ,Brno
http://semtamslaskou.cz/wwwnew/,Sem tam s láskou, Tábor  36,602 00,Brno
http://www.jedna-basen.cz,Jedna báseň,Jihlavská 796/7a,625 00,Brno
http://www.eracafe.eu ,Kavárna ERA,Zemědělská 30,613 00,Brno
http://www.ubaumannu.cz,U Baumannů,Česká  27,664 31,Brno
http://www.obedyodzacha.cz/,Obědy od Zacha,Turgeněvova  1245/30 ,618 00,Brno
http://www.veselavacice.cz,Veselá Vačice,Běhounská  2/22,602 00,Brno
http://www.dnobrno.cz/,Dno restaurant & café,Orlí 522/19,602 00,Brno
http://www.kadlcuvmlyn.cz/,Kadlcův Mlýn,Mariánské údolí  2169/3,628 00,Brno
http://www.campea.cz,Campea,Netroufalky 7, 625 0,Brno
http://www.liquidbread.cz/liquidbread/liquidbread/mainmenu/mainpage,Liquid bread,PURKYŇOVA  3049/35g,61200,Brno
http://www.kolkovna.cz,Stopkova Plzeňská Pivnice,Česká 163/5,602 00,Brno
http://vanmorrisonpub.cz/,Van Morrison,Táborská 63,615 00,Brno
http://www.zlatygral.cz/,Restaurace Zlatý Grál,Křenová  219/66,602 00,Brno
http://www.bestburgerkitchen.cz/,Best Burger Kitchen,Josefská   25,602 00,Brno
http://www.uputny.cz/,Hostinec U Putny,Václavská 233/10,603 00,Brno
http://www.napurkynce.cz,Na Purkyňce,Purkyňova 80,61200,Brno
http://www.slunecnidvur.cz/,Sluneční dvůr,Přemyslovo náměstí 1325/26,627 00,Brno
http://www.okruhpub.cz,Okruh Pub,Rybnická  60/75,634 00,Brno
http://www.bowlingstodola.cz,Bowling Stodola,Podveská 1213/22,624 00,Brno
http://www.krcmausvatehovaclava.cz/,Krčma U svatého Václava,Husitská 1762/8a,61200,Brno
http://www.kometapub.cz,Kometa Arena Pub,Křídlovická 911/34,603 00,Brno
http://www.clubrestaurant-remet.cz/,Remet,Vídeňská 11/127,619 00,Brno
http://www.rebio.cz/,Rebio Park,Edisonova  1,60200,Brno
http://www.tripolivankovka.cz/,Tripoli restaurant,Ve Vaňkovce 462/1,602 00,Brno
http://www.sweb.cz/nahasicce,Restaurace Na Hasičce,Jeneweinova 138/4,617 00,Brno
http://www.cafeatlas.cz,Café Atlas,Žerotínovo náměstí  533/6,602 00,Brno
http://www.tryzub.cz,Tryzub,Koželužská  34/9,602 00,Brno
http://nasevasebistro.cz,Naše Vaše Bistro,Jaselská  191/8,602 00,Brno
http://www.ukola.cz,Pod Radničním kolem,Mečová 368/5,602 00,Brno
http://www.korzar.com/,Restaurace Korzár,Minská 26,61600,Brno
http://www.steakhousek1.cz/,Steak House K1,Kuldova  588/1,615 00,Brno
http://www.fino-club.cz/,Fino Club,U Hřiště    737,664 42,Brno
http://www.penzion-svejk.cz/cs/,Švejk restaurant,Havelkova  112/20,625 00,Brno
http://www.nekonecnorestaurant.cz,Restaurace Nekonečno,Lidická 1862/14,602 00,Brno
http://kingshead.cz/,Kings Head,třída Kpt. Jaroše 1845/26,602 00,Brno
http://www.pivniceorion.cz/,Pivnice Orion,Řezáčova 805/5,624 00,Brno
http://www.cafebibus.cz/,Café Restaurant Bibus,Vídeňská 204/125,619 00,Brno
http://www.zelenakocka.cz/index.php,Zelená Kočka - Grand,Kounicova 57/83,602 00,Brno
http://www.satyam.cz/cs/Default.aspx,Satyam,Křížkovského  300/33, 603 0,Brno
http://www.thecatcafe.cz/,The Cat Café,Martinkova  7,602 00,Brno
http://www.oaza-menu.cz/,Restaurace Oáza,Lidická  7,602 00,Brno
http://www.gingilla.cz/index.php,Restaurace Gingilla,Křížová  24,603 00,Brno
http://www.restauracegambrinus.cz/index.php?p=1,Restaurace a pivnice Gambrinus,Josefy Faimonové 11b,62800,Brno
http://www.zagreb.cz,Zágreb,Palackého třída 1891/162,612 00,Brno
http://www.fat-free.cz/,Fat free,Tuřanka  55,627 00,Brno
http://www.nabersi.cz,Naber Si,Rosického náměstí  196/9,616 00,Brno
http://www.selepka.cz,Šelepka,Šelepova  543/1,602 00,Brno
http://www.stravovanisnopek.cz,Stravování Snopek,Havlenova  54/16,639 00,Brno
http://www.monte-bu.cz,Monte Bú,Údolní 532/76,602 00,Brno
http://www.stara-tkalcovna.cz/,Stará Tkalcovna,Bratislavská 52,602 00,Brno
http://www.veceruvdvur.cz,Večeřův dvůr,Svratecká 138/5,624 00,Brno
http://www.husalisen.cz/,Potrefená Husa Líšeň,Jírova 2609/2,628 00,Brno
http://www.pizza-ukalvodu.cz,Pizzeria U Kalvodů,Pionýrská 246/9,602 00,Brno
http://freelandclub.cz/,Freeland – Dalešická restaurace a klub,Beethovenova 7,602 00,Brno
http://www.sunset-restaurant.cz,Sunset restaurant,Příkop 4,602 00,Brno
http://www.lacorrida.cz/bystrc/,La corrida restaurant,Náměstí 28. dubna 2 28,635 00,Brno
http://www.pizzaalcapone.cz,Pizzeria Al Capone,Hrnčířská 573/6,602 00,Brno
http://www.restaurace-laguna.cz,Restaurace Laguna,Smetanova 340/2,602 00,Brno
http://www.spolek.net,Kavárna Spolek,Orlí 517/22,602 00,Brno
http://www.mamut-pub.cz,Mamut pub,Bašty  416/8,602 00,Brno
http://www.charliesstreet.cz/,Charlie Street,U dálnice 777,664 42,Brno
http://www.gourmetrestaurant.cz,Gourmet Restaurant ,Škrobárenská 502/1,617 00,Brno
http://www.restauracetimeout.cz,Time Out,Novoměstská 2,621 00,Brno
http://www.restaurant-goa.cz/,Indická restaurace Goa,Geislerova  34 , 615 0,Brno
http://www.strongholdbrno.cz/,Restaurace Stronghold,Podpěrova 439/2,621 00,Brno
http://www.hotelinternational.cz/rs/o-nas/,Restaurace Plzeňka,Husova  200 / 16 ,602 00,Brno
http://www.kiki-restaurant.cz/,Restaurant Ki-Ki,Libušina třída 579/2,623 00,Brno
http://olympia.tusto.cz/,Tusto Pizzeria Ristorante,U dálnice 777,664 42,Brno
http://www.u3opic.cz/,U 3 Opic ,Palackého třída 200/77,612 00,Brno
http://www.crocus.cz,"Pekárna Crocus, s.r.o.",Polní  994/39,639 00,Brno
http://www.facebook.com/bistroandini/,Bistro Andini, Pekárenská  12,602 00,Brno
http://www.harpagonpub.cz/,Harpagon Pub,Líšeňská 1677/31,636 00,Brno
http://www.nakytnerce.cz/,Restaurace a penzion Na Kytnerce,Kytnerova 6/1,62100,Brno
http://www.udrevaka.cz/,U Dřeváka Beer&Grill;,Dřevařská 22,60200,Brno
http://www.svatovavrineckydvur.cz,Svatovavřinecký Dvůr,Palackého náměstí 79/9,621 00,Brno
http://www.rebio.cz/,Rebio Holandská,Holandská 1,639 00,Brno
http://www.utravnicka.cz/,Restaurace U Trávníčka,Brněnská 308,664 42,Brno
http://www.druhydech.cz/,Restaurace Druhý dech,Mácova 11/25,621 00,Brno
http://www.musketyrbrno.cz,U Mušketýra,Sladkovského  2920/10a,612 00,Brno
http://www.napiave.cz ,Restaurant Na Piavě,Nálepkova 258/2,637 00,Brno
http://www.bistroleharo.cz,Bistro Leháro,Potocká  2, 623 0,Brno
http://www.facebook.com/pg/majlontskarychta/about/?ref=page_interna,Majlontská Rychta,Sady 12,61400,Brno
http://www.restaurant-pavillon.cz/,Restaurant Pavillon,Jezuitská 687/6,602 00,Brno
http://restaurant-padowetz.cz/,Restaurant Padowetz,Masarykova 413/34,602 00,Brno
http://www.noknokrestaurant.cz/,Nok Nok,Zámečnická  87/1, 602 0,Brno
http://www.jidelnakocourek.cz,Jídelna Kocourek,Křenová 89/19,602 00,Brno
http://www.bobrava.com,Bobrava a.s.,Modřická  205,664 48,Brno
http://www.zakaplickou.cz,Za Kapličkou,Burianovo nám. 5,61600,Brno
http://cafecrowbar.cz,Cafe Crowbar,Sochorova  3226/40,616 00,Brno
http://ponava.cafe/CS/,Ponava Cafe,Lužánecká  1883/3,602 00,Brno
http://www.vitalite.cz/,Vitalité Zdravý Restaurant,Lidická 2006/26,602 00,Brno
http://www.useminaru.cz,Hostinec U Semináru,Smetanova  631/30,602 00,Brno
http://www.facebook.com/yachtcafebrno/,Yacht Cafe,třída Kpt. Jaroše 1844/28,602 00,Brno
http://www.GRANDEZZARESTAURANT.cz,Grandezza restaurant,ZELNÝ TRH  2,602 00,Brno
http://www.jidelnastankova.cz/index.php?module=home,Jídelna Staňkova,Staňkova 18a,61200,Brno
http://www.restaurace-brno.cz,Restaurace na Vyhlídce,Soběšická 508/154,638 00,Brno
http://www.myfoodmarket.cz,My food - Holandská,Holandská 868/5,639 00,Brno
http://www.u-zlate-konve.cz/,U Zlaté Konve,Údolní  399,602 00,Brno
http://www.bistroplac.cz/,Bistro PLAC,Kounicova  73,602 00,Brno
http://www.jidelna-projn.cz,Jídelna Projn,Rokytova 4259/1,628 00,Brno
http://www.husabrno.cz/,Potrefená Husa Zelný trh,Starobrněnská 334/3,602 00,Brno
http://www.arnysfood.com,Arnys Food,Josefská  5,602 00,Brno
http://www.uzlatehomece.cz/,U Zlatého meče,Mečová  3,602 00,Brno
http://www.kanas.cz,Jídelna Kanas,Kolejní 3015,612 00,Brno
http://www.lightofindia.cz/,Light of India,Štefánikova  35 ,602 00,Brno
http://www.slaviabrno.cz/,Hotel Slavia Brno,Solniční 17,60200,Brno
